date_grid,NCP,run,datenum,loess_ncp,NCP_q05,NCP_q95
2021-01-16,-3.6519844900529295,without entrainment,18643,3.4087544724648136,-16.85597178548757,13.726809126534787
2021-01-26,-2.9242622765088,without entrainment,18653,3.3098587286723338,-17.319987507490236,13.119879558438686
2021-02-05,0.7066515787441915,without entrainment,18663,3.2055508053789614,-16.700207064232163,16.992913927931248
2021-02-15,-3.0987155641780646,without entrainment,18673,3.095221026035132,-18.49109301301535,13.690922759267474
2021-02-25,-2.7614463475012085,without entrainment,18683,2.9782597140912785,-17.460400687112838,12.890136914422545
2021-03-07,-1.5830950025188373,without entrainment,18693,2.854057192997839,-18.032354171986704,14.6193172157963
2021-03-17,-5.090171889890536,without entrainment,18703,2.738367444693308,-21.006185041161604,9.855399738646677
2021-03-27,6.181828424324176,without entrainment,18713,2.6454452151239582,-10.473543102816842,22.807130825585798
2021-04-06,5.632108363062214,without entrainment,18723,2.5724319737518866,-12.202542906114255,22.699387155324114
2021-04-16,22.66274219829902,without entrainment,18733,2.5164691900391936,6.257249858088512,37.314676666262656
2021-04-26,26.23883247482548,without entrainment,18743,2.474698333447977,9.224793799045528,42.83746187394394
2021-05-06,32.437463800862595,without entrainment,18753,2.444260873440335,14.492109295594885,53.68130028083063
2021-05-16,26.604286795412115,without entrainment,18763,2.4222982794783663,9.6723642186369,42.66688704488091
2021-05-26,19.138626216107706,without entrainment,18773,2.40595202102417,3.0367808325293666,36.60399167006436
2021-06-05,35.14062681649707,without entrainment,18783,2.3923635675398445,18.319311666325564,48.40716521088161
2021-06-15,32.23680428161058,without entrainment,18793,2.378674388487488,14.31858961335413,50.74938586647846
2021-06-25,30.180942979665424,without entrainment,18803,2.3620259533291996,15.320814606026046,42.67897350149641
2021-07-05,16.058311215509114,without entrainment,18813,2.339559731527077,2.755003479401435,28.91020250226376
2021-07-15,21.979905942094774,without entrainment,18823,2.3084171925432195,7.43668243763582,37.84122459255694
2021-07-25,15.501696730924078,without entrainment,18833,2.2196730960081625,2.882831470152523,27.322293014513665
2021-08-04,10.12567507418448,without entrainment,18843,2.036684779644605,-4.524777713563531,25.163859557777656
2021-08-14,5.72850099960323,without entrainment,18853,1.7750175800528867,-10.293107856137656,19.59657946042317
2021-08-24,4.442246697665394,without entrainment,18863,1.4502368338333518,-9.694968185424546,17.237091973989966
2021-09-03,0.8139261629046188,without entrainment,18873,1.0779078775863422,-15.73791364230325,14.41254872472984
2021-09-13,-11.703157564841963,without entrainment,18883,0.6735960479121992,-23.619818007315725,2.4932014463545826
2021-09-23,-15.200292517916273,without entrainment,18893,0.25286668141126567,-30.97478531739481,3.2030335935979517
