date_grid,mld,zeu,int_N_mmol_m2,next_int_N_mmol_m2,mld_concentration,sub_mld_concentration,int_N_smooth,next_int_N_smooth,dt,diff_mld,we,delta,diff,nitrate_consumption,c_consumption,NCP,datenum,time_step_label
2020-07-30,85.3627293678059,40.00000000000015,768.6964094551262,728.4578854498625,13.305049547528629,14.477087607083087,773.955450765557,733.2599769602297,10,-2.8679675815787533,0,1.172038059554458,0,30.887310798082353,20.462843403729558,20.462843403729558,18473,10 days
2020-08-09,82.6065848278737,40.00000000000022,711.2807226220449,671.69243324111,13.186458824488588,14.658844119316651,700.1943916083013,661.0428623342032,10,-2.756144539932194,0,1.4723852948280634,0,33.06558535192835,21.90595029565253,21.90595029565253,18483,10 days
2020-08-19,79.9943353317507,40.00000000000026,620.6060427477322,582.9782683116373,12.514138871263256,14.540093463392035,659.4640812362037,623.0268139807037,10,-2.612249496122999,0,2.0259545921287785,0,1.5787810979994674,1.045942477424647,1.045942477424647,18493,10 days
2020-08-29,77.45973782925215,40.000000000000306,646.5054783388334,614.409740389364,13.176761345159203,14.55456955529659,618.8717837793406,585.6690874780296,10,-2.5345975024985563,0,1.3778082101373865,0,4.155030201363047,2.752707508403019,2.752707508403019,18503,10 days
2020-09-08,75.03726767253026,40.00000000000033,589.5038302514556,559.6192537330879,11.4496268681726,14.484062543945011,599.3816027000818,567.2509834999487,10,-2.422470156721886,0,3.0344356757724107,0,-13.712515222052161,-9.084541334609558,-9.084541334609558,18513,10 days
2020-09-18,72.75806043310652,40.00000000000034,562.1354995099558,527.7239563773945,9.638284134582007,14.612136439218071,585.2910035246686,554.5322243681985,10,-2.279207239423741,0,4.973852304636065,0,-18.040020024719865,-11.95151326637691,-11.95151326637691,18523,10 days
2020-09-28,70.64690821767961,40.000000000000334,604.2336808125938,576.2534629941135,10.515953790484481,14.625448183479893,578.7495993263578,549.700128031524,10,-2.1111522154269124,0,4.109494392995412,0,-24.217374958159326,-16.044010909780553,-16.044010909780553,18533,10 days
2020-10-08,68.612239997134,40.00000000000031,569.8796176565235,545.1229647230643,9.124969757875729,14.602739668548242,584.6053044982617,560.1500237515871,10,-2.034668220545612,0,5.477769910672514,0,-34.90517646673777,-23.124679409213776,-23.124679409213776,18543,10 days
2020-10-18,66.81539391229455,40.00000000000029,579.7026150256676,559.0736435375842,8.700978829761322,14.704911675931774,619.0837692924457,597.8578429628328,10,-1.7968460848394443,0,6.003932846170452,0,-58.93374554085858,-39.04360642081881,-39.04360642081881,18553,10 days
2020-10-28,65.15687898124513,40.000000000000256,707.6690751951455,689.3769206278505,10.729232253785646,12.135893920197232,676.0378805786057,657.040036636663,10,-1.6585149310494245,0,1.4066616664115852,0,-78.1800376157729,-51.79427492044955,-51.79427492044955,18563,10 days
2020-11-07,63.62656035239903,40.000000000000234,740.7419515150034,722.6695457445549,11.519505800226362,12.428996670431179,730.2062940422699,712.517668575767,10,-1.5303186288460964,0,0.9094908702048166,0,-73.16625740560687,-48.47264553121455,-48.47264553121455,18573,10 days
2020-11-17,62.2143031741696,40.000000000000206,742.20785541666055,725.5065393548957,11.775392131205168,12.329410226726461,742.8178721543335,726.1035667407863,10,-1.4122571782294315,0,0.5540180955212932,0,-30.30020357856654,-20.073884870800335,-20.073884870800335,18583,10 days
2020-11-27,60.96535231062915,40.000000000000206,745.5038095313361,730.1346151229087,12.086412664873377,12.389359284483465,748.4081055158331,732.5211207786482,10,-1.2489508635404505,0,0.30294661961008806,0,-22.304538775046808,-14.776756938468509,-14.776756938468509,18593,10 days
2020-12-07,59.7262621187687,40.00000000000019,757.5126515995021,741.9222078581404,12.519260820295187,12.916878555977394,749.2268620051656,734.4230352623808,10,-1.2390901918604484,0,0.39761773568220704,0,-16.705741226517375,-11.067553562567761,-11.067553562567761,18603,10 days
2020-12-17,58.663237911078,40.00000000000017,744.6641248846583,731.2122828060936,12.566792041217187,12.878445333688756,747.563220427307,733.1857442577215,10,-1.0630242076907024,0,0.3116532924715685,0,-13.140185164926152,-8.705372671763575,-8.705372671763575,18613,10 days
2020-12-27,57.56294579949811,40.000000000000156,740.5128847977599,726.422742108931,12.71116275971615,13.02228257497301,735.9049971204287,722.5297891572214,10,-1.1002921115798898,0,0.31111981525686083,0,-2.719252862707208,-1.8015050215435253,-1.8015050215435253,18623,10 days
2021-01-06,56.58773145451911,40.00000000000013,722.5379816788676,709.9543425566402,12.731569694623614,13.189359722192929,730.5399904261725,717.6568966188323,10,-0.9752143449790012,0,0.457790027569315,0,-8.01020126895105,-5.306758340680071,-5.306758340680071,18633,10 days
2021-01-16,55.669966517195405,40.0000000000001,728.5691048018894,716.5936051909263,12.953373144516561,13.198061283196093,723.1693260377803,711.2068864525544,10,-0.9177649373237031,0,0.24468813867953187,0,-5.5124294189479315,-3.6519844900530045,-3.6519844900530045,18643,10 days
2021-01-26,54.80766384818574,40.00000000000007,718.4008916325837,707.0727116100969,12.978568367855752,13.408548801213886,715.6208672472848,705.1153585275665,10,-0.8623026690096651,0,0.42998043335813385,0,-4.413980794730378,-2.9242622765088755,-2.9242622765088755,18653,10 days
2021-02-05,54.164526703709384,40.00000000000004,699.8926053073806,691.6797587816769,12.839965697811838,13.092650226198183,704.0487146351226,696.2509650095749,10,-0.6431371444763556,0,0.2526845283863448,0,1.066643892443949,0.7066515787441162,0.7066515787441162,18663,10 days
2021-02-15,53.86885131454862,40.000000000000014,693.852646965403,690.0004246369512,12.87713382764312,13.14159594420936,700.9282715215418,698.1256575485181,10,-0.2956753891607633,0,0.2644621165662393,0,-4.67730651196689,-3.0987155641780646,-3.0987155641780646,18673,10 days
2021-02-25,53.876879237441194,39.99999999999999,709.0395622918413,712.6967892269267,13.237863319753426,13.586744006107093,702.2938784504069,704.2488923238601,10,0.008027922892573258,0.008027922892573258,0.34888068635366665,0.002800787248755271,-4.168220901888731,-2.761446347501284,-2.758645560252529,18683,10 days
2021-03-07,54.138810378394304,39.999999999999986,703.9894260939759,710.0494631077026,13.08006745780234,13.415402027014697,706.6384696861528,712.6034708395882,10,0.2619311409531093,0.2619311409531093,0.3353345692123568,0.08783456631481203,-2.389577362292698,-1.5830950025189126,-1.4952604362041004,18693,10 days
2021-03-17,54.60484464341522,40,706.8864206726408,715.0641601841357,13.009108031052012,13.250269282530684,720.2867491639513,728.1281674428548,10,0.46603426502091594,0.46603426502091594,0.2411612514786725,0.11238940658438742,-7.683278324363073,-5.090171889890536,-4.977782483306148,18703,10 days
2021-03-27,55.22518193851117,40.00000000000003,749.9844007252368,759.2708790367266,13.661430712866707,13.923035077237747,718.7971056702903,728.0440143673353,10,0.6203372950959505,0.6203372950959505,0.2616043643710402,0.1622829437792265,9.331061772564453,6.1818284243239505,6.344111368103177,18713,10 days
2021-04-06,55.908992766875244,40.00000000000007,699.5204956129925,709.7970038811441,12.802712786245104,13.380231640239836,719.5427187249774,729.4587628683684,10,0.6838108283640736,0.6838108283640736,0.5775188539947322,0.3949136459460083,8.501295642357945,5.632108363062139,6.027022009008148,18723,10 days
2021-04-16,56.687166030119585,40.00000000000013,709.1232598367023,719.3084056872348,12.621275513374194,13.306173134919586,695.2508501162189,705.2991747403988,10,0.7781732632443408,0.7781732632443408,0.6848976215453924,0.5329690171462654,34.20791275214947,22.66274219829902,23.195711215445286,18733,10 days
2021-04-26,57.47584807656681,40.00000000000017,677.1087948989617,686.792114652818,12.203730242141745,13.268597501221697,665.6933898727378,674.59394930952794,10,0.788682046447228,0.788682046447228,1.0648672590799517,0.8398416890858268,39.60578486766099,26.238832474825404,27.07867416391123,18743,10 days
2021-05-06,58.21932217250239,40.00000000000021,610.8481148825491,617.6813275885316,11.183996466620245,12.461820497363163,625.6317397987923,633.3205947498004,10,0.743474095935575,0.743474095935575,1.2778240307429183,0.9500290660213436,48.96220951073565,32.43746380086237,33.38749286688371,18753,10 days
2021-05-16,58.87058883324885,40.000000000000234,588.9383096148655,595.4883420080522,10.69256615515681,12.698918718651468,593.1631807189898,598.6517514210922,10,0.6512666607464652,0.6512666607464652,2.0063525634946586,1.3066705343072766,40.15741403081063,26.604286795412044,27.91095732971932,18763,10 days
2021-05-26,59.379847964813436,40.000000000000256,579.7031176595546,582.785584666693,10.24027604598204,12.973516157586975,569.7632590194204,573.2350197789042,10,0.5092591315645834,0.5092591315645834,2.7332401116049354,1.3919274855934143,28.888492401671783,19.138626216107557,20.53055370170097,18773,10 days
2021-06-05,59.695589620610306,40.00000000000024,540.6483497838407,541.4311326619678,9.486638460199154,12.350362570837632,520.1925642068335,521.577248341492,10,0.3157416557968702,0.3157416557968702,2.8637241106384774,0.9041969924384123,53.04245557207071,35.14062681649684,36.044823808935256,18783,10 days
2021-06-15,59.782020450323195,40.000000000000234,440.22622517710477,440.5150276958156,8.526574878767011,12.753350816811126,472.9179211239669,473.52743984460227,10,0.08643082971288862,0.08643082971288862,4.226775938044115,0.365323751335626,48.65932721752512,32.23680428161039,32.60212803294601,18793,10 days
2021-06-25,59.8212393725324,40.00000000000021,437.87918841095495,438.63615917602397,9.14334622242855,13.174625620596846,427.9712994979379,430.04714794699134,10,0.03921892220920853,0.03921892220920853,4.031279398168296,0.15810243312034739,45.55614034666439,30.18094297966516,30.33904541278551,18803,10 days
2021-07-05,59.924653580226384,40.0000000000002,405.8084849057534,410.9902569691349,9.259174233138072,13.371010830149572,405.8081876216948,407.9106845937642,10,0.10341420769398013,0.10341420769398013,4.1118365970115,0.42522232384705577,24.238960325296546,16.05831121550896,16.483533539356017,18813,10 days
2021-07-15,60.033174335946015,40.00000000000016,373.7368895483757,374.105637636134,8.412336835780813,12.926911564130767,374.733468077395,376.583641461108,10,0.10852075571963127,0.10852075571963127,4.514574728349954,0.48992506127328606,33.177216516369185,21.979905942094586,22.469831003367872,18823,10 days
2021-07-25,60.09240616148294,40.00000000000013,344.65502977805556,344.65502977805556,7.903158325175413,12.66495798122863,353.18485394273233,353.2049127879615,10,0.05923182553692641,0.05923182553692641,4.761799656053217,0.2820500864691403,23.398787518375684,15.501696730923891,15.783746817393032,18833,10 days
2021-08-04,60.038054351739426,40.00000000000008,341.16264250176516,340.8540709496955,8.148890980836118,12.943530770486504,337.9208749401361,335.6823074257873,10,-0.05435180974351539,0,4.794639789650386,0,15.284037847825402,10.125675074184329,10.125675074184329,18843,10 days
2021-08-14,59.82698310074994,40.00000000000002,327.94495254058717,321.5378215496113,8.413398791687653,12.725007948872154,327.03551346412223,324.18282007152675,10,-0.21107125098948387,0,4.311609157184501,0,8.646793961665082,5.728500999603117,5.728500999603117,18853,10 days
2021-08-24,59.473700189824925,39.999999999999964,311.99894535001386,310.1565677152739,7.413695897370124,12.642728243184544,317.477542037315,313.92736943275764,10,-0.3532829109250173,0,5.229032345814421,0,6.705278034211744,4.442246697665281,4.442246697665281,18863,10 days
